,firm_name,firm_id,prefecture,firm_size,surveying_rank,surveying_exception,buildingConsulting_rank,buildingConsulting_exception,civilEngineeringConsulting_rank,civilEngineeringConsulting_exception,geologicalSurvey_rank,geologicalSurvey_exception,compensationConsultanting_rank,compensationConsultanting_exception,date
0,（株）アーキジオ,2230001010477,富山県,中小企業,157,,,,621,,96,,,,20200115
1,アークコンサルタント（株）,5340001000200,鹿児島県,中小企業,878,,,,1581,,,,476,,20200115
2,（株）アーク・ジオ・サポート,1011001044505,東京都,中小企業,511,,,,1338,,,,,,20200115
3,（株）アークスタッフ,7360001008388,沖縄県,中小企業,1075,,,,568,,764,,,,20200115
4,（株）アース・アナライザー,9130001062613,京都府,中小企業,1435,,,,,,,,,,20200115
5,（株）アース開発コンサルタント,4240001025464,広島県,中小企業,94,,,,302,,431,,180,,20200115
6,アース建設コンサルタント（株）,7350001000016,宮崎県,中小企業,976,,,,1655,,,,,,20200115
7,アースコンサルタンツ（株）,2340001000203,鹿児島県,中小企業,1293,,,,1231,,702,,715,,20200115
8,（有）アース探査,1360002000077,沖縄県,中小企業,1283,,,,,,352,,,,20200115
9,（株）アーステクノ,8340001000206,鹿児島県,中小企業,1236,,,,831,,95,,,,20200115
10,（株）アーステック東洋,4130001013678,京都府,中小企業,1126,,,,1329,,204,,,,20200115
11,（株）アースプラニング,4290001011220,福岡県,中小企業,498,,,,1680,,,,,,20200115
12,アート技研（株）,4360001000018,沖縄県,中小企業,702,,1017,,796,,801,,783,,20200115
13,（有）アーバンエンジニアリング,1360002000069,沖縄県,中小企業,1357,,,,1746,,789,,,,20200115
14,（株）アーバンクリエイト,2140001080075,兵庫県,中小企業,1082,,,,,,,,,,20200115
15,アーバンコンサルタント（株）,7310001005101,長崎県,中小企業,1356,,660,,1758,,,,79,,20200115
16,（株）アーバン設計,7300001000020,佐賀県,中小企業,1189,,,,1433,,874,,326,,20200115
17,（有）アーバン総合景観設計,3310002008998,長崎県,中小企業,1416,,,,1838,,,,,,20200115
18,（株）アーバンデザインコンサルタント,6011101000543,東京都,中小企業,946,,759,,953,,,,,,20200115
19,（株）アーバントラフィックエンジニアリング,2011101000547,東京都,中小企業,1240,,,,765,,,,,,20200115
20,（株）アーバンパイオニア設計,3120001053676,大阪府,中小企業,911,,1109,,473,,,,,,20200115
21,（株）アールデ,7310001012097,長崎県,中小企業,1151,,,,811,,359,,,,20200115
22,アールテックコンサルタント（株）,9010701011534,東京都,中小企業,1115,,,,1051,,781,,,,20200115
23,（株）アイアン,5350002000058,宮崎県,中小企業,1004,,,,,,,,662,,20200115
24,（株）アイエステー,8290001040059,熊本県,中小企業,1140,,,,1062,,209,,,,20200115
25,（株）アイエムプラン,7330002014124,熊本県,中小企業,730,,,,1794,,,,,,20200115
26,相生エンジニアリング（株）,8240001021682,広島県,中小企業,168,,,,614,,833,,291,,20200115
27,（株）愛河調査設計,9180001033634,愛知県,中小企業,272,,873,,683,,629,,146,,20200115
28,（株）アイコン,4140001064340,兵庫県,中小企業,541,,,,714,,,,,,20200115
29,（株）アイコンサルタント,1330001014849,熊本県,中小企業,1099,,,,1845,,,,,,20200115
30,（株）あい造園設計事務所,4011301015442,東京都,中小企業,1407,,1094,,1630,,,,,,20200115
31,アイ総合技術（株）,7310001011652,長崎県,中小企業,509,,,,611,,357,,816,,20200115
32,（株）あいだ測量設計,6050001015301,茨城県,中小企業,750,,,,,,,,,,20200115
33,会津土建（株）,3380001017151,福島県,中小企業,958,,,,,,,,,,20200115
34,（株）アイ・ディー・エー,8070001006008,群馬県,大企業,255,,613,,110,,700,,682,,20200115
35,アイテックコンサルタント（株）,5011101049771,東京都,中小企業,1261,,,,205,,,,,,20200115
36,（株）アイネス,3430001000226,北海道,中小企業,378,,,,261,,433,,,,20200115
37,アイレック技建（株）,4010501004362,東京都,大企業,1317,,,,375,,,,,,20200115
38,（株）アオイ,4290001000669,福岡県,中小企業,770,,,,1516,,,,459,,20200115
39,（株）葵エンジニアリング,6180001029197,愛知県,中小企業,180,,752,,219,,385,,456,,20200115
40,あおい建設コンサルタント（株）,6180001015924,愛知県,中小企業,901,,527,,1570,,,,197,,20200115
41,（有）アオイ測量,7330002000017,熊本県,中小企業,840,,,,1575,,,,,,20200115
42,あおぞら土地家屋調査士法人,2240005002734,広島県,中小企業,725,,,,,,,,794,,20200115
43,あおば技術コンサルタント（株）,9370001023062,宮城県,中小企業,1164,,,,1404,,865,,,,20200115
44,青葉コンサルタント（株）,5170001012618,和歌山県,中小企業,1150,,,,812,,834,,,,20200115
45,あおみ建設（株）,6010401076946,東京都,中小企業,956,,,,1203,,,,,,20200115
46,（株）秋山測量設計,6260002016194,岡山県,中小企業,764,,,,1487,,671,,542,,20200115
47,（株）アキュラ,7340001005453,鹿児島県,中小企業,1159,,1074,,1375,,,,826,,20200115
48,（株）アクアコンサルタント,3330001000054,熊本県,中小企業,1338,-01,,,1721,-01,,,,,20200115
49,（株）アクアテックコンサルタント,3350001000044,宮崎県,中小企業,1331,,,,1637,,,,,,20200115
50,（株）アクアテルス,2030001010423,埼玉県,大企業,414,,,,214,,214,,141,,20200115
51,（株）アクセス,4150001014773,奈良県,中小企業,1137,,,,,,,,,,20200115
52,（有）曙技研,6360002013999,沖縄県,中小企業,1432,,,,1848,,877,,874,,20200115
53,（株）アコード,8120001040851,大阪府,中小企業,486,,,,1556,,,,,,20200115
54,朝倉コンサルタント（株）,5290001006070,福岡県,中小企業,1286,,,,1632,,,,,,20200115
55,（有）淺田測量設計事務所,1021002056721,神奈川県,中小企業,777,,,,1626,,,,,,20200115
56,（株）アサノ大成基礎エンジニアリング,5010001078914,東京都,大企業,200,,290,,202,,9,,,,20200115
57,朝羽測量設計（株）,8290001055247,福岡県,中小企業,781,,,,1534,,,,635,,20200115
58,（株）旭,9220001015256,石川県,中小企業,744,,,,1532,,,,,,20200115
59,朝日開発コンサルタンツ（株）,7340001000297,鹿児島県,中小企業,388,,,,332,,626,,338,,20200115
60,（株）旭鑑定補償,6290001011160,福岡県,中小企業,772,,897,,,,,,32,,20200115
61,（株）旭技研コンサルタント,8330001000140,熊本県,中小企業,550,,,,510,,502,,,,20200115
62,（株）旭建設コンサルタント,6290001005889,福岡県,中小企業,1305,,,,1641,,,,,,20200115
63,（株）朝日建設コンサルタント,7360001008413,沖縄県,中小企業,894,,,,706,,533,,,,20200115
64,旭工榮（株）,5030001086659,埼玉県,中小企業,440,,998,,1006,,717,,681,,20200115
65,朝日航洋（株）,7010601041419,東京都,大企業,4,,,,77,,404,,348,,20200115
66,（株）アサヒコンサル,1310001006955,長崎県,中小企業,352,,,,353,,159,,,,20200115
67,（株）朝日コンサル,3140001076576,兵庫県,中小企業,662,,,,1258,,759,,664,,20200115
68,朝日設計（株）,3470001000370,香川県,中小企業,871,,766,,666,,598,,,,20200115
69,（株）旭総合コンサルタント,8350001007828,宮崎県,中小企業,558,,556,,1523,,,,45,,20200115
70,旭総合コンサルタント（株）,5010501000146,東京都,中小企業,1401,,,,1629,,,,,,20200115
71,旭測量設計（株）,4330001000144,熊本県,中小企業,281,,,,883,,,,496,,20200115
72,（株）アサヒ測量設計,6050001015276,茨城県,中小企業,821,,,,1512,,558,,467,,20200115
73,朝日テクノ（株）,6300001001449,佐賀県,中小企業,655,,,,755,,,,680,,20200115
74,アジアエンヂニアリング（株）,8290001000723,福岡県,中小企業,236,,,,247,,310,,,,20200115
75,（株）アジア技研,3360001008391,沖縄県,中小企業,568,,,,482,,440,,,,20200115
76,（株）アジア技術コンサルタンツ,4340001000275,鹿児島県,中小企業,119,,,,346,,512,,359,,20200115
77,（株）アジア技術コンサルタント,7290001025300,福岡県,中小企業,1208,-01,,,1838,-01,,,,,20200115
78,（株）アジア共同設計コンサルタント,9020001043500,神奈川県,大企業,372,,850,,91,,393,,,,20200115
79,（株）アジア建設コンサルタント,7290001000724,福岡県,中小企業,529,,,,511,,464,,406,,20200115
80,アジア航測（株）,6011101000700,東京都,大企業,3,,536,,19,,32,,261,,20200115
81,（株）アジア測量設計,4360001008390,沖縄県,中小企業,560,,,,920,,529,,368,,20200115
82,アジアテック（株）,1340001000278,鹿児島県,中小企業,1315,,,,862,,114,,,,20200115
83,アジアプランニング（株）,4330001000103,熊本県,中小企業,371,,793,,380,,,,441,,20200115
84,（株）アジム測量設計,2320001007737,大分県,中小企業,574,-01,,,1159,-01,,,443,-01,20200115
85,（株）アスカ,1122001000107,大阪府,中小企業,691,,,,,,,,774,,20200115
86,アスカ測量設計（株）,1040001038704,千葉県,中小企業,1274,,,,,,,,724,,20200115
87,（株）アスク設計,2290801015067,福岡県,中小企業,1229,,449,,,,,,,,20200115
