,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,pipe_qualification,pipe_rank,pipe_exception,pipe_financial_score,pipe_technical_score,pipe_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,waterproof_qualification,waterproof_rank,waterproof_exception,waterproof_financial_score,waterproof_technical_score,waterproof_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,others_qualification,others_rank,others_exception,others_financial_score,others_technical_score,others_total_score,date
0,あおみ・道南綜合・濱谷　経常ＪＶ,河邊　知之,東京都港区海岸３－１８－２１,59-00824,A,31,,1555,925,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
1,あおみ建設（株）,河邊　知之,東京都港区海岸３－１８－２１,11-00138,A,26,,1617,931,2548,C,322,,1139,0,1139,B,254,,957,0,957,○,97,,1089,0,1089,○,69,,1160,0,1160,○,3,,1378,1015,2393,,,,,,,A,163,,1201,0,1201,,,,,,,,,,,,,○,139,,917,0,917,,,,,,,,,,,,,,,,,,,○,311,,1261,0,1261,,,,,,,20191223
2,荒井建設（株）,荒井　保明,北海道旭川市４条西２－２－２,25-00197,A,36,,1275,1165,2440,B,237,,1248,0,1248,A,34,,1159,806,1965,○,53,,1077,179,1256,,,,,,,,,,,,,,,,,,,B,516,,880,0,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,86,,1045,0,1045,○,446,,1045,0,1045,,,,,,,20191223
3,（株）安藤・間,福富　正人,東京都港区赤坂６－１－２０,11-02526,A,11,,1968,814,2782,A,15,,2089,0,2089,B,101,,1418,0,1418,○,37,,1417,0,1417,○,18,,1598,0,1598,○,42,,1344,0,1344,○,56,,1421,0,1421,A,33,,1619,0,1619,A,156,,1440,0,1440,○,50,,1201,0,1201,○,27,,1277,0,1277,○,8,,1104,0,1104,,,,,,,○,8,,1573,0,1573,○,151,,1564,0,1564,○,3,,1051,0,1051,20191223
4,勇・酒井　経常ＪＶ,坂　昭弘,北海道札幌市中央区北６条西１４－４,59-00851,A,56,,1236,1046,2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
5,勇・真壁・本田　経常ＪＶ,坂　昭弘,北海道札幌市中央区北６条西１４－４,59-00852,A,66,,1248,978,2226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
6,勇建設（株）,坂　昭弘,北海道札幌市中央区北６条西１４－４,21-00209,A,50,,1207,1105,2312,,,,,,,B,372,,857,0,857,○,152,,884,102,986,○,137,,942,0,942,○,51,,924,300,1224,,,,,,,B,344,,968,0,968,,,,,,,,,,,,,○,254,,788,0,788,,,,,,,,,,,,,○,98,,1004,0,1004,○,500,,1004,0,1004,,,,,,,20191223
7,伊藤・アスワン　経常ＪＶ,玉木　勝美,北海道札幌市中央区北四条西４－１,59-00865,A,46,,1379,971,2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
8,伊藤組土建（株）,玉木　勝美,北海道札幌市中央区北四条西４－１,21-00092,A,24,,1366,1228,2594,B,34,,1397,559,1956,B,392,,848,0,848,○,67,,1002,175,1177,○,117,,973,0,973,○,209,,766,0,766,○,224,,1002,0,1002,B,347,,967,0,967,B,379,,1065,0,1065,○,246,,817,0,817,○,252,,789,0,789,○,34,,889,0,889,,,,,,,○,82,,1056,0,1056,○,440,,1056,0,1056,○,76,,766,0,766,20191223
9,岩倉・渡辺　経常ＪＶ,鈴木　泰至,北海道札幌市中央区南一条西７－１６－２,59-00875,A,29,,1387,1097,2484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
10,岩倉建設（株）,鈴木　泰至,北海道札幌市中央区南一条西７－１６－２,26-00157,A,23,,1371,1224,2595,B,190,,1335,0,1335,B,355,,867,0,867,○,41,,1142,233,1375,○,16,,1013,646,1659,○,14,,982,890,1872,,,,,,,B,494,,887,0,887,,,,,,,○,186,,881,0,881,○,186,,854,0,854,○,35,,882,0,882,,,,,,,○,74,,1096,0,1096,○,368,,1159,0,1159,,,,,,,20191223
11,岩田地崎・伊豆倉　経常ＪＶ,岩田　圭剛,北海道札幌市中央区北二条東１７－２,59-00866,A,27,,1580,963,2543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
12,岩田地崎建設（株）,岩田　圭剛,北海道札幌市中央区北二条東１７－２,21-00463,A,10,,1608,1207,2815,A,13,,1628,543,2171,B,283,,924,0,924,○,25,,1260,301,1561,○,78,,1136,0,1136,○,121,,901,0,901,○,136,,1156,0,1156,A,96,,1349,0,1349,,,,,,,○,158,,910,0,910,○,154,,901,0,901,○,27,,918,0,918,,,,,,,○,49,,1240,0,1240,○,297,,1297,0,1297,○,22,,886,0,886,20191223
13,（株）大林組,蓮輪　賢治,東京都港区港南２－１５－２,11-00084,A,3,,2014,1059,3073,A,21,,2039,0,2039,B,99,,1457,0,1457,○,22,,1644,0,1644,○,9,,1714,504,2218,○,34,,1411,0,1411,○,23,,1759,0,1759,A,16,,1770,0,1770,A,48,,1877,0,1877,,,,,,,○,16,,1378,0,1378,○,4,,1163,0,1163,,,,,,,○,3,,1728,0,1728,○,94,,1675,0,1675,○,2,,1065,0,1065,20191223
14,（株）奥村組,奥村　太加典,大阪府大阪市阿倍野区松崎町２－２－２,11-00033,A,21,,1857,763,2620,B,41,,1909,0,1909,B,146,,1187,0,1187,○,50,,1302,0,1302,○,39,,1360,0,1360,○,48,,1238,0,1238,○,108,,1233,0,1233,A,52,,1516,0,1516,B,180,,1373,0,1373,,,,,,,○,49,,1131,0,1131,,,,,,,,,,,,,○,13,,1491,0,1491,○,145,,1573,0,1573,,,,,,,20191223
15,オリエンタル白石（株）,大野　達也,東京都江東区豊洲５－６－５２,11-00057,A,43,,1620,748,2368,B,162,,1425,0,1425,B,277,,931,0,931,○,71,,1172,0,1172,○,2,,1602,997,2599,,,,,,,○,76,,1313,0,1313,A,108,,1328,0,1328,,,,,,,○,138,,931,0,931,,,,,,,,,,,,,,,,,,,○,34,,1311,0,1311,○,162,,1537,0,1537,,,,,,,20191223
16,萩原・釧石　経常ＪＶ,萩原　一利,北海道帯広市東７条南８－２,59-00862,A,62,,1227,1021,2248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
17,萩原・菱中　経常ＪＶ,萩原　一利,北海道帯広市東７条南８－２,59-00832,A,47,,1291,1057,2348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
18,萩原建設工業（株）,萩原　一利,北海道帯広市東７条南８－２,28-00018,A,42,,1214,1157,2371,A,4,,1210,1233,2443,B,368,,859,0,859,○,62,,980,222,1202,○,21,,1020,542,1562,○,29,,947,542,1489,,,,,,,C,804,,803,0,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,109,,990,0,990,○,246,,990,393,1383,,,,,,,20191223
19,（株）橋本川島コーポレーション,橋本　毅,北海道旭川市旭町２条７－１２－９０,25-00001,A,63,,1226,1020,2246,B,151,,1207,249,1456,A,21,,1175,916,2091,○,23,,1013,578,1591,○,92,,1070,0,1070,,,,,,,,,,,,,B,524,,878,0,878,,,,,,,○,233,,824,0,824,○,207,,826,0,826,○,43,,838,0,838,,,,,,,,,,,,,○,64,,1114,624,1738,,,,,,,20191223
20,濱谷・山田・葵　経常ＪＶ,濱谷　美津男,北海道釧路市港町３－６,59-00860,A,59,,1263,1007,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
21,藤岡・みらい　経常ＪＶ,藤岡　靖士,北海道雨竜郡北竜町字和１９－７,59-00855,A,37,,1514,923,2437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
22,（株）フジタ,奥村　洋治,東京都渋谷区千駄ヶ谷４－２５－２,11-01326,A,22,,1898,704,2602,A,21,,2039,0,2039,B,112,,1344,0,1344,○,38,,1407,0,1407,○,19,,1583,0,1583,○,69,,1116,0,1116,○,59,,1403,0,1403,A,32,,1620,0,1620,A,153,,1450,0,1450,○,54,,1185,0,1185,○,24,,1309,0,1309,○,3,,1191,0,1191,,,,,,,○,12,,1510,0,1510,○,178,,1507,0,1507,○,7,,1013,0,1013,20191223
23,（株）不動テトラ,奥田　眞也,東京都中央区日本橋小網町７－２,11-00072,A,40,,1681,738,2419,B,223,,1272,0,1272,B,151,,1168,0,1168,○,60,,1204,0,1204,○,48,,1328,0,1328,○,20,,1297,418,1715,,,,,,,A,142,,1245,0,1245,,,,,,,○,165,,902,0,902,○,77,,1061,0,1061,,,,,,,,,,,,,○,45,,1276,0,1276,,,,,,,,,,,,,20191223
24,（株）堀口組,堀口　哲志,北海道留萌市高砂町１－４－１５,30-00012,A,54,,1213,1074,2287,C,632,,935,0,935,B,457,,815,0,815,○,178,,935,0,935,○,134,,944,0,944,○,152,,838,0,838,,,,,,,C,950,,770,0,770,,,,,,,,,,,,,○,269,,780,0,780,,,,,,,,,,,,,○,95,,1007,0,1007,○,14,,1126,787,1913,○,76,,766,0,766,20191223
25,堀松・機械開発北旺・富士サルベージ　経常ＪＶ,堀松　一郎,北海道留萌市住之江町１－５２,59-00863,A,68,,1254,969,2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
26,鹿島建設（株）,押味　至一,東京都港区元赤坂１－３－１,11-00082,A,2,,2027,1051,3078,A,18,,2049,0,2049,B,107,,1366,0,1366,○,36,,1428,0,1428,○,8,,1694,546,2240,○,36,,1394,0,1394,○,35,,1566,0,1566,A,77,,1406,0,1406,A,157,,1436,0,1436,○,52,,1192,0,1192,○,62,,1100,0,1100,○,7,,1116,0,1116,○,3,,1075,0,1075,○,10,,1551,0,1551,,,,,,,,,,,,,20191223
27,機械開発北旺・堀松　経常ＪＶ,百瀬　治,北海道札幌市東区苗穂町１０－１－１５,59-00828,A,65,,1219,1015,2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
28,草野作工（株）,草野　貴友,北海道江別市上江別西町１６,22-00131,A,60,,1179,1074,2253,D,1197,,790,0,790,B,274,,935,0,935,○,341,,794,0,794,○,154,,919,0,919,,,,,,,○,389,,786,0,786,C,906,,780,0,780,,,,,,,,,,,,,○,263,,783,0,783,,,,,,,,,,,,,,,,,,,○,532,,981,0,981,○,70,,770,0,770,20191223
29,（株）熊谷組,櫻野　泰則,東京都新宿区津久戸町２－１,11-00118,A,6,,1887,986,2873,B,39,,1915,0,1915,B,143,,1207,0,1207,○,39,,1398,0,1398,○,20,,1567,0,1567,○,52,,1212,0,1212,○,67,,1373,0,1373,A,121,,1293,0,1293,B,183,,1363,0,1363,○,93,,1018,0,1018,○,35,,1211,0,1211,○,19,,1002,0,1002,,,,,,,○,17,,1425,0,1425,○,123,,1626,0,1626,○,8,,1002,0,1002,20191223
30,（株）鴻池組,蔦田　守弘,大阪府大阪市中央区北久宝寺町３－６－１,11-00304,A,20,,1818,807,2625,B,44,,1890,0,1890,B,216,,1023,0,1023,○,45,,1335,0,1335,○,24,,1466,0,1466,○,67,,1121,0,1121,○,152,,1133,0,1133,A,57,,1493,0,1493,B,204,,1320,0,1320,○,63,,1099,0,1099,○,101,,987,0,987,○,17,,1021,0,1021,,,,,,,○,21,,1388,0,1388,○,146,,1571,0,1571,,,,,,,20191223
31,こぶし建設（株）,永田　隆一,北海道岩見沢市志文町９６６－１５,22-00377,A,61,,1153,1097,2250,,,,,,,B,663,,752,0,752,○,259,,854,0,854,○,208,,880,0,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,601,,945,0,945,,,,,,,20191223
32,五洋建設（株）,清水　琢三,東京都文京区後楽２－２－８,11-00017,A,7,,1958,894,2852,B,38,,1930,0,1930,B,102,,1414,0,1414,○,9,,1480,722,2202,○,22,,1509,0,1509,○,5,,1681,613,2294,○,43,,1511,0,1511,A,104,,1335,0,1335,A,148,,1466,0,1466,○,73,,1056,0,1056,○,54,,1115,0,1115,,,,,,,,,,,,,○,6,,1651,0,1651,○,115,,1641,0,1641,,,,,,,20191223
33,前田建設工業（株）,前田　操治,東京都千代田区富士見２－１０－２,11-00178,A,5,,1963,941,2904,A,1,,1965,1091,3056,B,129,,1265,0,1265,○,33,,1488,0,1488,○,17,,1613,0,1613,○,55,,1196,0,1196,○,74,,1341,0,1341,A,46,,1548,0,1548,A,163,,1419,0,1419,,,,,,,○,21,,1323,0,1323,,,,,,,,,,,,,○,15,,1485,0,1485,○,87,,1679,0,1679,,,,,,,20191223
34,（株）松本組,大越　雄司,北海道函館市吉川町４－３０,23-00063,A,49,,1196,1117,2313,C,361,,1106,0,1106,B,525,,792,0,792,○,190,,918,0,918,○,147,,929,0,929,○,205,,769,0,769,,,,,,,B,381,,942,0,942,,,,,,,,,,,,,○,291,,769,0,769,,,,,,,,,,,,,○,107,,992,0,992,○,436,,1060,0,1060,,,,,,,20191223
35,三井住友建設（株）,新井　英雄,東京都中央区佃２－１－６,11-00003,A,8,,1904,938,2842,B,37,,1932,0,1932,B,161,,1143,0,1143,○,44,,1348,0,1348,○,5,,1782,615,2397,○,65,,1143,0,1143,○,51,,1461,0,1461,A,34,,1616,0,1616,B,177,,1377,0,1377,○,64,,1094,0,1094,○,74,,1068,0,1068,○,11,,1048,0,1048,,,,,,,○,7,,1607,0,1607,○,110,,1647,0,1647,,,,,,,20191223
36,宮坂建設工業（株）,宮坂　寿文,北海道帯広市西４条南８－１２,28-00076,A,14,,1400,1351,2751,A,5,,1416,984,2400,B,316,,897,0,897,○,42,,1122,239,1361,○,102,,1024,0,1024,○,160,,821,0,821,○,192,,1067,0,1067,B,355,,961,0,961,,,,,,,○,241,,821,0,821,○,214,,821,0,821,,,,,,,,,,,,,○,71,,1109,0,1109,○,45,,1109,674,1783,○,31,,821,0,821,20191223
37,みらい・豊浦　経常ＪＶ,小西　武,東京都港区芝４－６－１２,59-00839,A,34,,1508,949,2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
38,みらい建設工業（株）,小西　武,東京都港区芝４－６－１２,11-00030,A,25,,1529,1020,2549,,,,,,,B,239,,987,0,987,○,162,,967,0,967,○,86,,1085,0,1085,○,15,,1357,440,1797,,,,,,,,,,,,,,,,,,,○,217,,840,0,840,,,,,,,,,,,,,,,,,,,○,55,,1185,0,1185,,,,,,,,,,,,,20191223
39,中山・笹田　経常ＪＶ,中山　茂,北海道札幌市東区北１９条東１－１－１,59-00837,A,33,,1410,1057,2467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
40,中山・西岡　経常ＪＶ,中山　茂,北海道札幌市東区北１９条東１－１－１,59-00848,A,32,,1413,1065,2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
41,中山・三ッ輪　経常ＪＶ,中山　茂,北海道札幌市東区北１９条東１－１－１,59-00847,A,30,,1420,1063,2483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
42,（株）中山組,中山　茂,北海道札幌市東区北１９条東１－１－１,21-00239,A,13,,1438,1335,2773,B,166,,1413,0,1413,B,363,,861,0,861,○,115,,1048,0,1048,○,93,,1068,0,1068,○,148,,859,0,859,,,,,,,B,219,,1099,0,1099,,,,,,,,,,,,,○,182,,859,0,859,,,,,,,,,,,,,○,61,,1152,0,1152,○,372,,1152,0,1152,,,,,,,20191223
43,西江・植村　経常ＪＶ,西江　靖幸,北海道帯広市西４条北２－２０,59-00822,A,48,,1262,1072,2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
44,西江建設（株）,西江　靖幸,北海道帯広市西４条北２－２０,28-00020,A,52,,1212,1089,2301,D,1148,,802,0,802,B,279,,930,0,930,○,327,,802,0,802,○,139,,937,0,937,○,201,,772,0,772,○,406,,772,0,772,C,876,,786,0,786,,,,,,,,,,,,,○,258,,786,0,786,○,69,,772,0,772,,,,,,,○,103,,1002,0,1002,,,,,,,,,,,,,20191223
45,西松建設（株）,高瀬　伸利,東京都港区虎ノ門１－２３－１,11-00090,A,12,,1939,842,2781,B,35,,1953,0,1953,B,136,,1229,0,1229,○,47,,1308,0,1308,○,29,,1450,0,1450,○,50,,1230,0,1230,○,64,,1379,0,1379,A,62,,1464,0,1464,B,194,,1340,0,1340,○,43,,1241,0,1241,○,41,,1174,0,1174,○,2,,1241,0,1241,,,,,,,○,9,,1570,0,1570,○,75,,1698,0,1698,○,5,,1035,0,1035,20191223
46,（株）西村組,西村　幸浩,北海道紋別郡湧別町栄町１３３－１,29-00003,A,41,,1330,1057,2387,B,43,,1098,797,1895,B,207,,1038,0,1038,○,156,,981,0,981,○,98,,1043,0,1043,○,7,,1174,1103,2277,,,,,,,B,454,,902,0,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,72,,1108,0,1108,○,119,,1108,529,1637,,,,,,,20191223
47,りんかい日産・山口　経常ＪＶ,山口　竹彦,東京都港区芝２－３－８,59-00846,A,35,,1572,879,2451,,,,,,,,,,,,,,,,,,,,,,,,,○,22,,1348,307,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
48,りんかい日産建設（株）,山口　竹彦,東京都港区芝２－３－８,11-00036,A,38,,1620,810,2430,B,110,,1565,0,1565,B,189,,1077,0,1077,○,88,,1116,0,1116,○,70,,1158,0,1158,○,18,,1400,349,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,46,,1260,0,1260,○,278,,1331,0,1331,,,,,,,20191223
49,齊藤建設（株）,齊藤　大介,北海道函館市田家町１５－１２,23-00012,A,67,,1173,1052,2225,C,444,,1038,0,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
50,佐藤工業（株）,宮本　雅文,東京都中央区日本橋本町４－１２－１９,11-00154,A,18,,1736,971,2707,B,63,,1764,0,1764,B,195,,1070,0,1070,○,58,,1215,0,1215,○,45,,1337,0,1337,○,56,,1188,0,1188,○,175,,1095,0,1095,A,91,,1361,0,1361,B,265,,1222,0,1222,○,72,,1058,0,1058,○,90,,1031,0,1031,○,10,,1065,0,1065,,,,,,,○,30,,1327,0,1327,○,245,,1384,0,1384,,,,,,,20191223
51,清水建設（株）,井上　和幸,東京都中央区京橋２－１６－１,11-00283,A,4,,2012,1046,3058,A,20,,2042,0,2042,B,133,,1254,0,1254,○,29,,1549,0,1549,○,1,,1708,1113,2821,○,35,,1402,0,1402,○,26,,1684,0,1684,A,27,,1691,0,1691,A,82,,1672,0,1672,○,18,,1560,0,1560,○,34,,1216,0,1216,○,1,,1603,0,1603,○,5,,1068,0,1068,○,2,,1738,0,1738,○,100,,1665,0,1665,,,,,,,20191223
52,白崎・堀松・機械開発北旺　経常ＪＶ,白崎　義章,北海道釧路市城山１－１０－５,59-00849,A,53,,1269,1021,2290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
53,新谷建設（株）,新谷　龍一郎,北海道旭川市６条通３－右１０,25-00116,A,57,,1147,1129,2276,C,394,,1083,0,1083,B,1000,,694,0,694,○,199,,908,0,908,○,168,,908,0,908,○,331,,691,0,691,,,,,,,C,1314,,701,0,701,,,,,,,,,,,,,○,502,,701,0,701,,,,,,,,,,,,,○,143,,929,0,929,○,641,,929,0,929,,,,,,,20191223
54,（株）泰進建設,戸井　宣夫,北海道札幌市中央区北２条東２－１－１６,22-00167,A,64,,1186,1059,2245,B,253,,1223,0,1223,B,398,,846,0,846,○,168,,956,0,956,○,125,,956,0,956,○,202,,771,0,771,○,409,,771,0,771,B,328,,980,0,980,B,592,,903,0,903,○,237,,822,0,822,○,285,,771,0,771,○,65,,787,0,787,,,,,,,○,105,,997,0,997,○,7,,1128,858,1986,,,,,,,20191223
55,大成建設（株）,村田　誉之,東京都新宿区西新宿１－２５－１,11-00126,A,1,,2023,1058,3081,A,19,,2043,0,2043,B,90,,1484,0,1484,○,21,,1670,0,1670,○,3,,1779,684,2463,○,31,,1444,0,1444,○,31,,1599,0,1599,A,20,,1738,0,1738,A,66,,1743,0,1743,○,36,,1290,0,1290,○,19,,1328,0,1328,○,6,,1154,0,1154,,,,,,,○,4,,1695,0,1695,○,41,,1791,0,1791,○,1,,1069,0,1069,20191223
56,タカハタ建設（株）,谷地元　憲次,北海道旭川市本町３－４３７－２３９,25-00042,A,58,,1192,1081,2273,C,388,,1087,0,1087,B,627,,760,0,760,○,54,,1020,235,1255,○,155,,915,0,915,○,223,,755,0,755,,,,,,,C,1015,,755,0,755,,,,,,,,,,,,,○,318,,756,0,756,,,,,,,,,,,,,○,112,,980,0,980,○,535,,980,0,980,○,191,,740,0,740,20191223
57,（株）竹中土木,竹中　康一,東京都江東区新砂１－１－１,11-00380,A,19,,1810,882,2692,B,212,,1290,0,1290,B,134,,1236,0,1236,,,,,,,○,38,,1367,0,1367,○,68,,1119,0,1119,○,126,,1183,0,1183,A,142,,1245,0,1245,B,328,,1141,0,1141,,,,,,,○,40,,1182,0,1182,,,,,,,,,,,,,,,,,,,○,269,,1351,0,1351,○,13,,934,0,934,20191223
58,田中・新太平洋・明盛　経常ＪＶ,松村　敏文,北海道札幌市中央区北６条西１７－１７－５,59-00861,A,51,,1315,992,2307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191223
59,（株）田中組,松村　敏文,北海道札幌市中央区北６条西１７－１７－５,21-00212,A,44,,1259,1102,2361,B,217,,1281,0,1281,B,337,,879,0,879,○,77,,945,207,1152,○,124,,958,0,958,○,149,,858,0,858,,,,,,,B,464,,898,0,898,,,,,,,○,246,,817,0,817,○,238,,803,0,803,○,40,,852,0,852,,,,,,,○,91,,1029,0,1029,○,469,,1029,0,1029,○,64,,773,0,773,20191223
60,（株）玉川組,玉川　裕一,北海道恵庭市相生町２３１,22-00861,A,55,,1248,1036,2284,B,252,,1225,0,1225,A,17,,1205,963,2168,○,167,,957,0,957,,,,,,,,,,,,,,,,,,,B,443,,910,0,910,,,,,,,○,226,,832,0,832,,,,,,,○,50,,824,0,824,,,,,,,,,,,,,○,15,,1156,723,1879,,,,,,,20191223
61,大豊建設（株）,大隅　健一,東京都中央区新川１－２４－４,11-00162,A,39,,1732,690,2422,B,75,,1700,0,1700,B,268,,939,0,939,○,110,,1059,0,1059,○,40,,1357,0,1357,○,106,,939,0,939,,,,,,,A,83,,1381,0,1381,B,385,,1059,0,1059,,,,,,,○,123,,939,0,939,,,,,,,,,,,,,○,33,,1322,0,1322,○,244,,1386,0,1386,,,,,,,20191223
62,鉄建建設（株）,伊藤　泰司,東京都千代田区神田三崎町２－５－３,11-00013,A,45,,1756,596,2352,A,3,,1723,860,2583,B,162,,1141,0,1141,○,63,,1194,0,1194,○,12,,1416,542,1958,○,131,,882,0,882,○,127,,1179,0,1179,B,236,,1070,0,1070,B,324,,1143,0,1143,○,70,,1063,0,1063,○,114,,956,0,956,○,12,,1045,0,1045,,,,,,,○,35,,1301,0,1301,○,218,,1443,0,1443,○,23,,882,0,882,20191223
63,東亜建設工業（株）,秋山　優樹,東京都新宿区西新宿３－７－１,11-00080,A,15,,1793,957,2750,B,88,,1666,0,1666,B,243,,983,0,983,○,55,,1252,0,1252,○,32,,1393,0,1393,○,1,,1538,1058,2596,○,118,,1214,0,1214,B,225,,1094,0,1094,B,212,,1306,0,1306,○,106,,981,0,981,○,98,,1006,0,1006,,,,,,,,,,,,,○,24,,1367,0,1367,○,213,,1447,0,1447,,,,,,,20191223
64,東急建設（株）,寺田　光宏,東京都渋谷区渋谷１－１６－１４,11-02525,A,28,,1791,712,2503,B,47,,1858,0,1858,B,140,,1215,0,1215,○,57,,1219,0,1219,○,43,,1338,0,1338,○,87,,1008,0,1008,○,88,,1272,0,1272,A,91,,1361,0,1361,B,205,,1318,0,1318,○,44,,1239,0,1239,○,69,,1082,0,1082,○,5,,1157,0,1157,,,,,,,○,25,,1351,0,1351,○,269,,1351,0,1351,,,,,,,20191223
65,東洋建設（株）,武澤　恭司,東京都千代田区神田神保町１－１０５,11-00002,A,9,,1805,1033,2838,B,79,,1687,0,1687,B,165,,1126,0,1126,○,75,,1158,0,1158,○,24,,1466,0,1466,○,2,,1624,938,2562,○,61,,1389,0,1389,A,159,,1208,0,1208,B,233,,1267,0,1267,○,62,,1100,0,1100,○,95,,1018,0,1018,,,,,,,,,,,,,○,11,,1526,0,1526,○,171,,1524,0,1524,,,,,,,20191223
