,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,pipe_qualification,pipe_rank,pipe_exception,pipe_financial_score,pipe_technical_score,pipe_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,waterproof_qualification,waterproof_rank,waterproof_exception,waterproof_financial_score,waterproof_technical_score,waterproof_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,others_qualification,others_rank,others_exception,others_financial_score,others_technical_score,others_total_score,date
20,萩原・菱中　経常ＪＶ,萩原　一利,北海道帯広市東７条南８－２,59-00832,A,50,,1291,1057,2348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
21,萩原建設工業（株）,萩原　一利,北海道帯広市東７条南８－２,28-00018,A,44,,1214,1157,2371,A,4,,1210,1233,2443,B,368,,859,0,859,○,62,,980,222,1202,○,21,,1020,542,1562,○,31,,947,542,1489,,,,,,,C,807,,803,0,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,109,,990,0,990,○,246,,990,393,1383,,,,,,,20201021
22,（株）橋本川島コーポレーション,橋本　毅,北海道旭川市旭町２条７－１２－９０,25-00001,A,68,,1226,1020,2246,B,152,,1207,249,1456,A,21,,1175,916,2091,○,23,,1013,578,1591,○,92,,1070,0,1070,,,,,,,,,,,,,B,525,,878,0,878,,,,,,,○,233,,824,0,824,○,206,,826,0,826,○,43,,838,0,838,,,,,,,,,,,,,○,64,,1114,624,1738,,,,,,,20201021
23,濱谷・山田・葵　経常ＪＶ,濱谷　美津男,北海道釧路市港町３－６,59-00860,A,64,,1263,1007,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
24,藤・勇　経常ＪＶ,藤田　隆明,北海道稚内市港５－５－１５,59-00888,A,52,,1256,1059,2315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
25,藤岡・みらい　経常ＪＶ,藤岡　靖士,北海道雨竜郡北竜町字和１９－７,59-00855,A,38,,1514,923,2437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
26,（株）フジタ,奥村　洋治,東京都渋谷区千駄ヶ谷４－２５－２,11-01326,A,22,,1898,704,2602,A,22,,2039,0,2039,B,112,,1344,0,1344,○,38,,1407,0,1407,○,19,,1583,0,1583,○,71,,1116,0,1116,○,59,,1403,0,1403,A,32,,1620,0,1620,A,154,,1450,0,1450,○,54,,1185,0,1185,○,24,,1309,0,1309,○,3,,1191,0,1191,,,,,,,○,12,,1510,0,1510,○,178,,1507,0,1507,○,7,,1013,0,1013,20201021
27,（株）不動テトラ,奥田　眞也,東京都中央区日本橋小網町７－２,11-00072,A,41,,1681,738,2419,B,224,,1272,0,1272,B,151,,1168,0,1168,○,60,,1204,0,1204,○,48,,1328,0,1328,○,22,,1297,418,1715,,,,,,,A,142,,1245,0,1245,,,,,,,○,165,,902,0,902,○,77,,1061,0,1061,,,,,,,,,,,,,○,45,,1276,0,1276,,,,,,,,,,,,,20201021
28,（株）堀口組,堀口　哲志,北海道留萌市高砂町１－４－１５,30-00012,A,59,,1213,1074,2287,C,635,,935,0,935,B,456,,815,0,815,○,178,,935,0,935,○,134,,944,0,944,○,154,,838,0,838,,,,,,,C,953,,770,0,770,,,,,,,,,,,,,○,268,,780,0,780,,,,,,,,,,,,,○,95,,1007,0,1007,○,14,,1126,787,1913,○,76,,766,0,766,20201021
29,堀松・機械開発北旺・富士サルベージ　経常ＪＶ,堀松　一郎,北海道留萌市住之江町１－５２,59-00863,A,76,,1254,969,2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
30,堀松・白崎　経常ＪＶ,堀松　一郎,北海道留萌市住之江町１－５２,59-00887,A,70,,1215,1023,2238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
31,鹿島建設（株）,押味　至一,東京都港区元赤坂１－３－１,11-00082,A,2,,2027,1051,3078,A,19,,2049,0,2049,B,107,,1366,0,1366,○,36,,1428,0,1428,○,8,,1694,546,2240,○,38,,1394,0,1394,○,35,,1566,0,1566,A,77,,1406,0,1406,A,158,,1436,0,1436,○,52,,1192,0,1192,○,62,,1100,0,1100,○,7,,1116,0,1116,○,3,,1075,0,1075,○,10,,1551,0,1551,,,,,,,,,,,,,20201021
32,機械開発北旺・堀松　経常ＪＶ,百瀬　治,北海道札幌市東区苗穂町１０－１－１５,59-00828,A,72,,1219,1015,2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
33,草野作工（株）,草野　貴友,北海道江別市上江別西町１６,22-00131,A,65,,1179,1074,2253,D,1203,,790,0,790,B,274,,935,0,935,○,341,,794,0,794,○,154,,919,0,919,,,,,,,○,389,,786,0,786,C,908,,780,0,780,,,,,,,,,,,,,○,262,,783,0,783,,,,,,,,,,,,,,,,,,,○,533,,981,0,981,○,70,,770,0,770,20201021
34,（株）熊谷組,櫻野　泰則,東京都新宿区津久戸町２－１,11-00118,A,6,,1887,986,2873,B,40,,1915,0,1915,B,143,,1207,0,1207,○,39,,1398,0,1398,○,20,,1567,0,1567,○,54,,1212,0,1212,○,67,,1373,0,1373,A,121,,1293,0,1293,B,184,,1363,0,1363,○,93,,1018,0,1018,○,35,,1211,0,1211,○,19,,1002,0,1002,,,,,,,○,17,,1425,0,1425,○,123,,1626,0,1626,○,8,,1002,0,1002,20201021
35,（株）鴻池組,蔦田　守弘,大阪府大阪市中央区北久宝寺町３－６－１,11-00304,A,20,,1818,807,2625,B,45,,1890,0,1890,B,216,,1023,0,1023,○,45,,1335,0,1335,○,24,,1466,0,1466,○,69,,1121,0,1121,○,151,,1133,0,1133,A,57,,1493,0,1493,B,205,,1320,0,1320,○,63,,1099,0,1099,○,101,,987,0,987,○,17,,1021,0,1021,,,,,,,○,21,,1388,0,1388,○,146,,1571,0,1571,,,,,,,20201021
36,こぶし建設（株）,永田　隆一,北海道岩見沢市志文町９６６－１５,22-00377,A,66,,1153,1097,2250,,,,,,,B,662,,752,0,752,○,259,,854,0,854,○,208,,880,0,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,602,,945,0,945,,,,,,,20201021
37,近藤・勇　経常ＪＶ,佐藤　慶一,北海道小樽市若竹町３－１,59-00893,A,71,,1238,999,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
38,五洋建設（株）,清水　琢三,東京都文京区後楽２－２－８,11-00017,A,7,,1958,894,2852,B,39,,1930,0,1930,B,102,,1414,0,1414,○,9,,1480,722,2202,○,22,,1509,0,1509,○,6,,1681,613,2294,○,43,,1511,0,1511,A,104,,1335,0,1335,A,149,,1466,0,1466,○,73,,1056,0,1056,○,54,,1115,0,1115,,,,,,,,,,,,,○,6,,1651,0,1651,○,115,,1641,0,1641,,,,,,,20201021
39,前田建設工業（株）,前田　操治,東京都千代田区富士見２－１０－２,11-00178,A,5,,1963,941,2904,A,1,,1965,1091,3056,B,129,,1265,0,1265,○,33,,1488,0,1488,○,17,,1613,0,1613,○,57,,1196,0,1196,○,74,,1341,0,1341,A,46,,1548,0,1548,A,164,,1419,0,1419,,,,,,,○,21,,1323,0,1323,,,,,,,,,,,,,○,15,,1485,0,1485,○,87,,1679,0,1679,,,,,,,20201021
40,（株）松本組,大越　雄司,北海道函館市吉川町４－３０,23-00063,A,53,,1196,1117,2313,C,362,,1106,0,1106,B,524,,792,0,792,○,190,,918,0,918,○,147,,929,0,929,○,207,,769,0,769,,,,,,,B,382,,942,0,942,,,,,,,,,,,,,○,290,,769,0,769,,,,,,,,,,,,,○,107,,992,0,992,○,436,,1060,0,1060,,,,,,,20201021
41,三井住友建設（株）,新井　英雄,東京都中央区佃２－１－６,11-00003,A,8,,1904,938,2842,B,38,,1932,0,1932,B,161,,1143,0,1143,○,44,,1348,0,1348,○,5,,1782,615,2397,○,67,,1143,0,1143,○,51,,1461,0,1461,A,34,,1616,0,1616,B,178,,1377,0,1377,○,64,,1094,0,1094,○,74,,1068,0,1068,○,11,,1048,0,1048,,,,,,,○,7,,1607,0,1607,○,110,,1647,0,1647,,,,,,,20201021
42,宮坂建設工業（株）,宮坂　寿文,北海道帯広市西４条南８－１２,28-00076,A,14,,1400,1351,2751,A,5,,1416,984,2400,B,316,,897,0,897,○,42,,1122,239,1361,○,102,,1024,0,1024,○,162,,821,0,821,○,191,,1067,0,1067,B,355,,961,0,961,,,,,,,○,241,,821,0,821,○,213,,821,0,821,,,,,,,,,,,,,○,71,,1109,0,1109,○,45,,1109,674,1783,○,31,,821,0,821,20201021
43,みらい・豊浦　経常ＪＶ,小西　武,東京都港区芝４－６－１２,59-00839,A,35,,1508,949,2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
44,みらい建設工業（株）,小西　武,東京都港区芝４－６－１２,11-00030,A,26,,1529,1020,2549,,,,,,,B,239,,987,0,987,○,162,,967,0,967,○,86,,1085,0,1085,○,17,,1357,440,1797,,,,,,,,,,,,,,,,,,,○,217,,840,0,840,,,,,,,,,,,,,,,,,,,○,55,,1185,0,1185,,,,,,,,,,,,,20201021
45,中田・機械開発北旺　経常ＪＶ,中田　伸也,北海道稚内市港２－８－３０,59-00889,A,73,,1199,1028,2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
46,中山・笹田　経常ＪＶ,中山　茂,北海道札幌市東区北１９条東１－１－１,59-00837,A,34,,1410,1057,2467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
47,中山・西岡　経常ＪＶ,中山　茂,北海道札幌市東区北１９条東１－１－１,59-00848,A,33,,1413,1065,2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
48,中山・三ッ輪　経常ＪＶ,中山　茂,北海道札幌市東区北１９条東１－１－１,59-00847,A,31,,1420,1063,2483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
49,（株）中山組,中山　茂,北海道札幌市東区北１９条東１－１－１,21-00239,A,13,,1438,1335,2773,B,167,,1413,0,1413,B,363,,861,0,861,○,115,,1048,0,1048,○,93,,1068,0,1068,○,150,,859,0,859,,,,,,,B,219,,1099,0,1099,,,,,,,,,,,,,○,181,,859,0,859,,,,,,,,,,,,,○,61,,1152,0,1152,○,372,,1152,0,1152,,,,,,,20201021
50,西江・植村　経常ＪＶ,西江　靖幸,北海道帯広市西４条北２－２０,59-00822,A,51,,1262,1072,2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
51,西江建設（株）,西江　靖幸,北海道帯広市西４条北２－２０,28-00020,A,57,,1212,1089,2301,D,1154,,802,0,802,B,279,,930,0,930,○,327,,802,0,802,○,139,,937,0,937,○,203,,772,0,772,○,406,,772,0,772,C,878,,786,0,786,,,,,,,,,,,,,○,257,,786,0,786,○,69,,772,0,772,,,,,,,○,103,,1002,0,1002,,,,,,,,,,,,,20201021
52,西松建設（株）,高瀬　伸利,東京都港区虎ノ門１－１７－１,11-00090,A,12,,1939,842,2781,B,36,,1953,0,1953,B,136,,1229,0,1229,○,47,,1308,0,1308,○,29,,1450,0,1450,○,52,,1230,0,1230,○,64,,1379,0,1379,A,62,,1464,0,1464,B,195,,1340,0,1340,○,43,,1241,0,1241,○,41,,1174,0,1174,○,2,,1241,0,1241,,,,,,,○,9,,1570,0,1570,○,75,,1698,0,1698,○,5,,1035,0,1035,20201021
53,（株）西村組,西村　幸浩,北海道紋別郡湧別町栄町１３３－１,29-00003,A,42,,1330,1057,2387,B,44,,1098,797,1895,B,207,,1038,0,1038,○,156,,981,0,981,○,98,,1043,0,1043,○,8,,1174,1103,2277,,,,,,,B,455,,902,0,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,72,,1108,0,1108,○,119,,1108,529,1637,,,,,,,20201021
54,りんかい日産・山口　経常ＪＶ,山口　竹彦,東京都港区芝２－３－８,59-00846,A,36,,1572,879,2451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
55,りんかい日産建設（株）,山口　竹彦,東京都港区芝２－３－８,11-00036,A,39,,1620,810,2430,B,111,,1565,0,1565,B,189,,1077,0,1077,○,88,,1116,0,1116,○,70,,1158,0,1158,○,20,,1400,349,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,46,,1260,0,1260,○,278,,1331,0,1331,,,,,,,20201021
56,齊藤建設（株）,齊藤　大介,北海道函館市田家町１５－１２,23-00012,A,75,,1173,1052,2225,C,446,,1038,0,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
57,佐藤工業（株）,宮本　雅文,東京都中央区日本橋本町４－１２－１９,11-00154,A,18,,1736,971,2707,B,64,,1764,0,1764,B,195,,1070,0,1070,○,58,,1215,0,1215,○,45,,1337,0,1337,○,58,,1188,0,1188,○,174,,1095,0,1095,A,91,,1361,0,1361,B,266,,1222,0,1222,○,72,,1058,0,1058,○,90,,1031,0,1031,○,10,,1065,0,1065,,,,,,,○,30,,1327,0,1327,○,245,,1384,0,1384,,,,,,,20201021
58,清水建設（株）,井上　和幸,東京都中央区京橋２－１６－１,11-00283,A,4,,2012,1046,3058,A,21,,2042,0,2042,B,133,,1254,0,1254,○,29,,1549,0,1549,○,1,,1708,1113,2821,○,37,,1402,0,1402,○,26,,1684,0,1684,A,27,,1691,0,1691,A,82,,1672,0,1672,○,18,,1560,0,1560,○,34,,1216,0,1216,○,1,,1603,0,1603,○,5,,1068,0,1068,○,2,,1738,0,1738,○,100,,1665,0,1665,,,,,,,20201021
59,白崎・堀松・機械開発北旺　経常ＪＶ,白崎　義章,北海道釧路市城山１－１０－５,59-00849,A,58,,1269,1021,2290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
60,新谷建設（株）,新谷　龍一郎,北海道旭川市６条通３－右１０,25-00116,A,62,,1147,1129,2276,C,395,,1083,0,1083,B,999,,694,0,694,○,199,,908,0,908,○,168,,908,0,908,○,333,,691,0,691,,,,,,,C,1316,,701,0,701,,,,,,,,,,,,,○,501,,701,0,701,,,,,,,,,,,,,○,143,,929,0,929,○,642,,929,0,929,,,,,,,20201021
61,（株）泰進建設,戸井　宣夫,北海道札幌市中央区北２条東２－１－１６,22-00167,A,69,,1186,1059,2245,B,254,,1223,0,1223,B,398,,846,0,846,○,168,,956,0,956,○,125,,956,0,956,○,204,,771,0,771,○,409,,771,0,771,B,328,,980,0,980,B,592,,903,0,903,○,237,,822,0,822,○,284,,771,0,771,○,65,,787,0,787,,,,,,,○,105,,997,0,997,○,7,,1128,858,1986,,,,,,,20201021
62,大成建設（株）,相川　善郎,東京都新宿区西新宿１－２５－１,11-00126,A,1,,2023,1058,3081,A,20,,2043,0,2043,B,90,,1484,0,1484,○,21,,1670,0,1670,○,3,,1779,684,2463,○,33,,1444,0,1444,○,31,,1599,0,1599,A,20,,1738,0,1738,A,66,,1743,0,1743,○,36,,1290,0,1290,○,19,,1328,0,1328,○,6,,1154,0,1154,,,,,,,○,4,,1695,0,1695,○,41,,1791,0,1791,○,1,,1069,0,1069,20201021
63,タカハタ建設（株）,谷地元　憲次,北海道旭川市本町３－４３７－２３９,25-00042,A,63,,1192,1081,2273,C,389,,1087,0,1087,B,626,,760,0,760,○,54,,1020,235,1255,○,155,,915,0,915,○,225,,755,0,755,,,,,,,C,1018,,755,0,755,,,,,,,,,,,,,○,317,,756,0,756,,,,,,,,,,,,,○,112,,980,0,980,○,536,,980,0,980,○,191,,740,0,740,20201021
