,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,pipe_qualification,pipe_rank,pipe_exception,pipe_financial_score,pipe_technical_score,pipe_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,waterproof_qualification,waterproof_rank,waterproof_exception,waterproof_financial_score,waterproof_technical_score,waterproof_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,others_qualification,others_rank,others_exception,others_financial_score,others_technical_score,others_total_score,date
10,岩田地崎・伊豆倉　経常ＪＶ,岩田　圭剛,北海道札幌市中央区北二条東１７－２,59-00931,A,21,,1583,986,2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
11,岩田地崎・中村　経常ＪＶ,岩田　圭剛,北海道札幌市中央区北二条東１７－２,59-00930,A,19,,1577,1039,2616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
12,岩田地崎建設（株）,岩田　圭剛,北海道札幌市中央区北二条東１７－２,21-00463,A,6,,1616,1260,2876,A,4,,1652,1187,2839,B,241,,968,0,968,○,24,,1299,282,1581,○,70,,1153,0,1153,○,111,,917,0,917,○,132,,1177,0,1177,A,86,,1358,0,1358,,,,,,,○,148,,939,0,939,○,139,,917,0,917,○,28,,938,0,938,,,,,,,○,41,,1256,0,1256,○,272,,1340,0,1340,,,,,,,20210721
13,（株）大林組,蓮輪　賢治,東京都港区港南２－１５－２,11-00084,A,2,,2018,1036,3054,A,21,,2042,0,2042,B,94,,1413,0,1413,○,20,,1682,0,1682,○,2,,1745,914,2659,○,35,,1397,0,1397,○,22,,1759,0,1759,A,10,,1889,0,1889,A,52,,1855,0,1855,,,,,,,○,22,,1299,0,1299,○,3,,1189,0,1189,,,,,,,○,2,,1770,0,1770,○,52,,1685,0,1685,,,,,,,20210721
14,（株）奥村組,奥村　太加典,大阪府大阪市阿倍野区松崎町２－２－２,11-00033,A,33,,1806,640,2446,B,46,,1844,0,1844,B,164,,1104,0,1104,○,52,,1245,0,1245,○,43,,1316,0,1316,○,53,,1173,0,1173,○,138,,1163,0,1163,A,71,,1414,0,1414,B,284,,1208,0,1208,,,,,,,○,72,,1063,0,1063,,,,,,,,,,,,,○,26,,1358,0,1358,○,149,,1535,0,1535,,,,,,,20210721
15,小野寺・荒井・札建　経常ＪＶ,小野寺　俊,北海道釧路市阿寒町富士見３－９－１２,59-00948,A,57,,1372,930,2302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
16,萩原・釧石　経常ＪＶ,萩原　一利,北海道帯広市東７条南８－２,59-00932,A,61,,1244,1031,2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
17,萩原・菱中　経常ＪＶ,萩原　一利,北海道帯広市東７条南８－２,59-00915,A,44,,1311,1047,2358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
18,萩原建設工業（株）,萩原　一利,北海道帯広市東７条南８－２,28-00018,A,43,,1230,1138,2368,A,7,,1273,1279,2552,B,304,,907,0,907,○,60,,989,227,1216,○,17,,1056,536,1592,○,24,,973,649,1622,,,,,,,C,707,,828,0,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,102,,1012,0,1012,○,276,,1012,319,1331,,,,,,,20210721
19,（株）橋本川島コーポレーション,橋本　毅,北海道旭川市旭町２条７－１２－９０,25-00001,A,56,,1225,1080,2305,B,157,,1172,243,1415,A,21,,1152,893,2045,○,31,,962,467,1429,○,100,,1028,0,1028,,,,,,,,,,,,,B,576,,871,0,871,,,,,,,○,267,,817,0,817,○,225,,801,0,801,○,56,,814,0,814,,,,,,,,,,,,,○,31,,1097,673,1770,,,,,,,20210721
20,藤・勇　経常ＪＶ,藤田　隆明,北海道稚内市港５－５－１５,59-00925,A,46,,1238,1099,2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
21,（株）フジタ,奥村　洋治,東京都渋谷区千駄ヶ谷４－２５－２,11-01326,A,29,,1904,593,2497,A,19,,2050,0,2050,B,105,,1349,0,1349,○,33,,1425,0,1425,○,15,,1636,0,1636,○,57,,1160,0,1160,○,64,,1379,0,1379,A,34,,1615,0,1615,A,161,,1427,0,1427,○,37,,1285,0,1285,○,18,,1374,0,1374,○,2,,1219,0,1219,,,,,,,○,10,,1519,0,1519,○,69,,1654,0,1654,,,,,,,20210721
22,（株）不動テトラ,奥田　眞也,東京都中央区日本橋小網町７－２,11-00072,A,31,,1641,823,2464,B,275,,1195,0,1195,B,196,,1049,0,1049,○,79,,1160,0,1160,○,50,,1279,0,1279,○,28,,1277,260,1537,,,,,,,A,159,,1203,0,1203,,,,,,,○,221,,857,0,857,○,96,,1011,0,1011,,,,,,,,,,,,,○,49,,1228,0,1228,,,,,,,,,,,,,20210721
23,不動テトラ・機械開発北旺　経常ＪＶ,奥田　眞也,東京都中央区日本橋小網町７－２,59-00959,A,23,,1633,922,2555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
24,北土開発・大北土建　経常ＪＶ,山田　朝常,北海道河西郡芽室町東６条１０－１－１,59-00911,A,67,,1214,1038,2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
25,北土建設（株）,砂田　英俊,北海道札幌市中央区南１０条西１４－１－１８,21-00325,A,70,,1173,1059,2232,C,871,,867,0,867,B,406,,842,0,842,○,253,,867,0,867,○,181,,899,0,899,○,160,,812,0,812,,,,,,,B,371,,960,0,960,,,,,,,,,,,,,○,221,,804,0,804,,,,,,,,,,,,,○,129,,964,0,964,○,532,,964,0,964,,,,,,,20210721
26,（株）堀口組,堀口　哲志,北海道留萌市高砂町１－４－１５,30-00012,A,51,,1224,1092,2316,C,611,,948,0,948,B,438,,822,0,822,○,166,,948,0,948,○,133,,954,0,954,○,141,,855,0,855,,,,,,,C,912,,780,0,780,,,,,,,,,,,,,○,246,,790,0,790,,,,,,,,,,,,,○,99,,1018,0,1018,○,43,,894,822,1716,,,,,,,20210721
27,堀松・白崎　経常ＪＶ,堀松　一郎,北海道留萌市住之江町１－５２,59-00918,A,48,,1251,1079,2330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
28,堀松・富士サルベージ　経常ＪＶ,堀松　一郎,北海道留萌市住之江町１－５２,59-00917,A,71,,1225,990,2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
29,堀松・渡辺　経常ＪＶ,堀松　一郎,北海道留萌市住之江町１－５２,59-00954,A,61,,1231,1044,2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
30,堀松建設工業（株）,堀松　一郎,北海道留萌市住之江町１－５２,30-00009,A,60,,1191,1094,2285,B,45,,1109,741,1850,B,646,,757,0,757,○,207,,905,0,905,○,55,,923,317,1240,○,12,,1019,921,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,116,,984,0,984,,,,,,,,,,,,,20210721
31,鹿島建設（株）,天野　裕正,東京都港区元赤坂１－３－１,11-00082,A,3,,2022,1004,3026,A,2,,2042,1380,3422,B,96,,1399,0,1399,○,36,,1411,0,1411,○,9,,1732,419,2151,○,34,,1398,0,1398,○,45,,1514,0,1514,A,68,,1432,0,1432,A,133,,1518,0,1518,○,51,,1194,0,1194,○,65,,1094,0,1094,○,9,,1105,0,1105,○,5,,1069,0,1069,○,7,,1544,0,1544,,,,,,,,,,,,,20210721
32,草野作工（株）,草野　貴友,北海道江別市上江別西町１６番地,22-00131,A,65,,1164,1096,2260,D,1360,,761,0,761,B,320,,896,0,896,○,392,,761,0,761,○,191,,895,0,895,,,,,,,○,421,,761,0,761,C,1016,,758,0,758,,,,,,,,,,,,,○,302,,761,0,761,,,,,,,,,,,,,,,,,,,○,543,,959,0,959,,,,,,,20210721
33,（株）熊谷組,櫻野　泰則,東京都新宿区津久戸町２－１,11-00118,A,10,,1863,952,2815,B,39,,1872,0,1872,B,149,,1163,0,1163,○,40,,1362,0,1362,○,18,,1578,0,1578,○,54,,1168,0,1168,○,104,,1243,0,1243,A,154,,1213,0,1213,B,230,,1290,0,1290,○,136,,963,0,963,○,42,,1160,0,1160,○,21,,977,0,977,,,,,,,○,23,,1385,0,1385,○,116,,1576,0,1576,,,,,,,20210721
34,（株）鴻池組,渡津　弘己,大阪府大阪市中央区北久宝寺町３－６－１,11-00304,A,24,,1840,710,2550,B,35,,1909,0,1909,B,172,,1091,0,1091,○,43,,1331,0,1331,○,21,,1479,0,1479,○,88,,1004,0,1004,○,130,,1183,0,1183,A,47,,1522,0,1522,B,213,,1315,0,1315,○,78,,1065,0,1065,○,88,,1019,0,1019,○,14,,1035,0,1035,,,,,,,○,19,,1407,0,1407,○,101,,1597,0,1597,,,,,,,20210721
35,こぶし建設（株）,永田　隆一,北海道岩見沢市志文町９６６ー１５,22-00377,A,47,,1202,1129,2331,,,,,,,B,544,,787,0,787,○,228,,889,0,889,○,156,,920,0,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,500,,987,0,987,,,,,,,20210721
36,近藤・勇　経常ＪＶ,佐藤　慶一,北海道小樽市若竹町３－１,59-00949,A,64,,1243,1027,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
37,五洋建設（株）,清水　琢三,東京都文京区後楽２－２－８,11-00017,A,13,,1907,797,2704,A,3,,1879,1200,3079,B,98,,1388,0,1388,○,10,,1464,591,2055,○,23,,1473,0,1473,○,3,,1591,849,2440,○,50,,1466,0,1466,A,121,,1290,0,1290,A,160,,1431,0,1431,○,116,,987,0,987,○,70,,1067,0,1067,,,,,,,,,,,,,○,6,,1606,0,1606,○,127,,1554,0,1554,,,,,,,20210721
38,前田建設工業（株）,前田　操治,東京都千代田区富士見２－１０－２,11-00178,A,14,,1965,733,2698,B,29,,1969,0,1969,B,119,,1297,0,1297,○,29,,1512,0,1512,○,16,,1634,0,1634,○,41,,1333,0,1333,○,67,,1372,0,1372,A,42,,1554,0,1554,A,151,,1462,0,1462,,,,,,,○,16,,1415,0,1415,,,,,,,,,,,,,○,12,,1487,0,1487,○,68,,1655,0,1655,,,,,,,20210721
39,（株）松本組,大越　雄司,北海道函館市吉川町４－３０,23-00063,A,40,,1206,1198,2404,C,349,,1118,0,1118,B,529,,794,0,794,○,195,,919,0,919,○,140,,938,0,938,○,188,,773,0,773,,,,,,,B,257,,1051,0,1051,,,,,,,,,,,,,○,277,,773,0,773,,,,,,,,,,,,,○,106,,1001,0,1001,○,16,,1062,779,1841,,,,,,,20210721
40,三井住友建設（株）,近藤　重敏,東京都中央区佃２－１－６,11-00003,A,17,,1848,822,2670,B,41,,1865,0,1865,B,214,,1021,0,1021,○,34,,1423,0,1423,○,1,,1732,1087,2819,○,66,,1124,0,1124,○,74,,1338,0,1338,A,63,,1454,0,1454,B,258,,1253,0,1253,○,71,,1095,0,1095,○,97,,1007,0,1007,○,18,,982,0,982,,,,,,,○,13,,1478,0,1478,○,107,,1588,0,1588,,,,,,,20210721
41,宮坂建設工業（株）,宮坂　寿文,北海道帯広市西十三条南１４－１－２,28-00076,A,12,,1395,1377,2772,A,17,,1418,654,2072,B,328,,890,0,890,○,30,,1153,293,1446,○,103,,1021,0,1021,○,156,,823,0,823,○,191,,1071,0,1071,B,383,,949,0,949,,,,,,,○,262,,823,0,823,○,206,,823,0,823,,,,,,,,,,,,,○,74,,1106,0,1106,○,69,,1106,548,1654,,,,,,,20210721
42,みらい・豊浦　経常ＪＶ,小西　武,東京都港区芝４丁目６番１２号,59-00939,A,32,,1505,958,2463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
43,みらい建設工業（株）,小西　武,東京都港区芝４丁目６番１２号,11-00030,A,27,,1506,1014,2520,C,336,,1131,0,1131,B,257,,948,0,948,○,204,,907,0,907,○,95,,1053,0,1053,○,17,,1309,542,1851,,,,,,,,,,,,,,,,,,,○,279,,810,0,810,,,,,,,,,,,,,,,,,,,○,63,,1154,0,1154,,,,,,,,,,,,,20210721
44,（株）森川組,森川　基嗣,北海道函館市海岸町９－２３,23-00096,A,72,,1149,1059,2208,B,266,,1202,0,1202,B,501,,802,0,802,○,90,,973,141,1114,○,169,,908,0,908,○,126,,886,0,886,○,278,,913,0,913,B,474,,902,0,902,,,,,,,○,358,,757,0,757,○,280,,772,0,772,○,77,,757,0,757,,,,,,,○,126,,966,0,966,○,528,,966,0,966,,,,,,,20210721
45,中山・笹田　経常ＪＶ,中山　茂,北海道札幌市東区北１９条東１－１－１,59-00946,A,28,,1441,1060,2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
46,中山・三ッ輪　経常ＪＶ,中山　茂,北海道札幌市東区北１９条東１－１－１,59-00936,A,26,,1435,1089,2524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
47,（株）中山組,中山　茂,北海道札幌市東区北１９条東１－１－１,21-00239,A,11,,1457,1348,2805,B,148,,1441,0,1441,B,273,,934,0,934,○,112,,1055,0,1055,○,89,,1075,0,1075,○,134,,867,0,867,,,,,,,B,237,,1075,0,1075,,,,,,,,,,,,,○,174,,867,0,867,,,,,,,,,,,,,○,61,,1162,0,1162,○,364,,1162,0,1162,,,,,,,20210721
48,西江建設（株）,西江　靖幸,北海道帯広市西４条北２－２０,28-00020,A,68,,1195,1051,2246,C,721,,912,0,912,B,692,,748,0,748,○,199,,912,0,912,○,163,,913,0,913,○,221,,748,0,748,○,438,,748,0,748,C,1062,,748,0,748,,,,,,,,,,,,,○,294,,763,0,763,○,91,,748,0,748,,,,,,,○,118,,980,0,980,,,,,,,,,,,,,20210721
49,西松建設（株）,高瀬　伸利,東京都港区虎ノ門１－１７－１,11-00090,A,5,,1882,1018,2900,B,37,,1888,0,1888,B,148,,1165,0,1165,○,66,,1187,0,1187,○,30,,1407,0,1407,○,56,,1163,0,1163,○,77,,1323,0,1323,A,84,,1368,0,1368,B,277,,1221,0,1221,○,53,,1171,0,1171,○,54,,1122,0,1122,○,4,,1186,0,1186,,,,,,,○,8,,1539,0,1539,○,89,,1620,0,1620,,,,,,,20210721
50,（株）西村組,西村　幸浩,北海道紋別郡湧別町栄町１３３－１,29-00003,A,35,,1315,1126,2441,C,410,,1061,0,1061,B,216,,1015,0,1015,○,155,,969,0,969,○,99,,1029,0,1029,○,9,,1161,960,2121,,,,,,,B,517,,885,0,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,75,,1095,0,1095,○,162,,1095,430,1525,,,,,,,20210721
51,りんかい日産・山口　経常ＪＶ,前田　祐治,東京都港区芝２－３－８,59-00926,A,37,,1542,884,2426,,,,,,,,,,,,,,,,,,,,,,,,,○,21,,1297,359,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
52,りんかい日産建設（株）,前田　祐治,東京都港区芝２－３－８,11-00036,A,55,,1537,773,2310,A,8,,1510,938,2448,B,188,,1059,0,1059,○,127,,1035,0,1035,○,88,,1080,0,1080,○,11,,1297,718,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,56,,1181,0,1181,○,308,,1256,0,1256,,,,,,,20210721
53,齊藤建設（株）,齊藤　大介,北海道函館市田家町１５－１２,23-00012,A,51,,1196,1120,2316,C,443,,1040,0,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
54,佐藤工業（株）,宮本　雅文,東京都中央区日本橋本町４－１２－１９,11-00154,A,22,,1671,897,2568,B,59,,1726,0,1726,B,221,,1004,0,1004,○,83,,1149,0,1149,○,50,,1279,0,1279,○,95,,971,0,971,○,210,,1030,0,1030,A,202,,1119,0,1119,B,375,,1104,0,1104,○,102,,1008,0,1008,○,121,,944,0,944,○,19,,981,0,981,,,,,,,○,39,,1267,0,1267,○,253,,1370,0,1370,,,,,,,20210721
55,清水建設（株）,井上　和幸,東京都中央区京橋２－１６－１,11-00283,A,4,,2014,980,2994,A,20,,2044,0,2044,B,137,,1215,0,1215,○,25,,1580,0,1580,○,3,,1710,937,2647,○,32,,1423,0,1423,○,28,,1644,0,1644,A,26,,1709,0,1709,A,96,,1656,0,1656,○,19,,1547,0,1547,○,38,,1212,0,1212,○,1,,1598,0,1598,○,4,,1071,0,1071,○,5,,1683,0,1683,○,88,,1621,0,1621,,,,,,,20210721
56,白崎・機械開発北旺・北興　経常ＪＶ,白崎　義章,北海道釧路市城山１－１０－５,59-00933,A,63,,1229,1045,2274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
57,新谷建設（株）,新谷　龍一郎,北海道旭川市６条通３－右１０,25-00116,A,49,,1154,1167,2321,C,379,,1089,0,1089,B,953,,701,0,701,○,201,,910,0,910,○,167,,910,0,910,○,306,,697,0,697,,,,,,,C,1350,,697,0,697,,,,,,,○,515,,693,0,693,○,468,,707,0,707,○,132,,696,0,696,,,,,,,○,156,,934,0,934,○,606,,934,0,934,,,,,,,20210721
58,菅原・勇　経常ＪＶ,菅原　修,北海道函館市浅野町４－１６,59-00919,A,49,,1262,1059,2321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210721
59,（株）砂子組,砂子　邦弘,北海道空知郡奈井江町字チャシュナイ９８７－１０,22-00195,A,40,,1238,1166,2404,B,47,,1231,582,1813,B,509,,801,0,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,854,,854,0,854,,,,,,,20210721
60,（株）泰進建設,戸井　宣夫,北海道札幌市中央区北２条東２ー１ー１６,22-00167,A,69,,1161,1082,2243,B,261,,1207,0,1207,B,438,,822,0,822,○,183,,928,0,928,○,149,,928,0,928,○,211,,755,0,755,○,431,,755,0,755,B,399,,943,0,943,B,761,,845,0,845,○,270,,814,0,814,○,321,,755,0,755,○,70,,771,0,771,,,,,,,○,120,,974,0,974,○,39,,883,848,1731,,,,,,,20210721
61,大成建設（株）,相川　善郎,東京都新宿区西新宿１－２５－１,11-00126,A,1,,2050,1057,3107,A,18,,2070,0,2070,B,87,,1481,0,1481,○,22,,1671,0,1671,○,10,,1790,340,2130,○,29,,1493,0,1493,○,31,,1620,0,1620,A,16,,1779,0,1779,A,81,,1716,0,1716,○,31,,1338,0,1338,○,17,,1401,0,1401,○,5,,1172,0,1172,,,,,,,○,3,,1731,0,1731,○,19,,1820,0,1820,,,,,,,20210721
62,タカハタ建設（株）,谷地元　憲次,北海道旭川市本町３－４３７－２３９,25-00042,A,58,,1192,1102,2294,B,209,,1071,230,1301,B,651,,756,0,756,○,54,,997,240,1237,○,158,,917,0,917,○,209,,756,0,756,,,,,,,C,1023,,756,0,756,,,,,,,,,,,,,○,319,,756,0,756,,,,,,,,,,,,,○,117,,982,0,982,○,503,,982,0,982,,,,,,,20210721
